title,mileage,price,location,link,date_scraped
2015 GMC terrain SLE-2 Sport Utility 4D,126K miles,"$7,500","Phoenix, AZ",www.facebook.com/marketplace/item/728544898727185/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2006 Ford gt Coupe 2D,150K miles,"$8,000","Phoenix, AZ",www.facebook.com/marketplace/item/717192643449467/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2014 Jeep patriot,152K miles,"$6,400","Phoenix, AZ",www.facebook.com/marketplace/item/1157268764991254/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2016 Hyundai sonata,140K miles,"$8,200","Phoenix, AZ",www.facebook.com/marketplace/item/514419520866162/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2011 Honda civic DX Coupe 2D,153K miles,"$4,800","Phoenix, AZ",www.facebook.com/marketplace/item/928752498152078/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2018 Dodge charger,26K miles,"$15,999","Peoria, AZ",www.facebook.com/marketplace/item/482748743908939/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2010 Kia soul Sport Wagon 4D,195K miles,"$3,595","Phoenix, AZ",www.facebook.com/marketplace/item/940150493810839/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2014 Dodge charger R/T Max Sedan 4D,130K miles,"$10,999","Phoenix, AZ",www.facebook.com/marketplace/item/854883868943397/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Chevrolet camaro LT Convertible 2D,72K miles,"$8,000","Phoenix, AZ",www.facebook.com/marketplace/item/536148205291575/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2002 Nissan frontier Pickup,14K miles,"$5,500","Phoenix, AZ",www.facebook.com/marketplace/item/1392340174887092/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2001 Mercedes-Benz slk-230,185K miles,"$3,300","Phoenix, AZ",www.facebook.com/marketplace/item/755157465850857/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2019 Hyundai elantra,48K miles,"$11,200","Phoenix, AZ",www.facebook.com/marketplace/item/852045519228629/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2010 Ford fusion,200K miles,"$3,500","Phoenix, AZ",www.facebook.com/marketplace/item/1655088464961733/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Dodge challenger SXT Coupe 2D,73K miles,"$14,000","Phoenix, AZ",www.facebook.com/marketplace/item/3372388366332652/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2016 Infiniti q50 3.0t Premium Sedan 4D,68K miles,"$13,750","Phoenix, AZ",www.facebook.com/marketplace/item/601937364693367/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2022 Ram,13K miles,"$28,900","Phoenix, AZ",www.facebook.com/marketplace/item/911738496542728/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Mercedes-Benz s550,78K miles,"$35,000","Phoenix, AZ",www.facebook.com/marketplace/item/1546701779160487/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2006 Lincoln town car,139K miles,$999,"Phoenix, AZ",www.facebook.com/marketplace/item/1224147548216771/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2020 Toyota highlander LE,53K miles,"$26,500","Phoenix, AZ",www.facebook.com/marketplace/item/1255037562081816/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2014 Scion fr-s Coupe 2D,125K miles,"$11,000","Phoenix, AZ",www.facebook.com/marketplace/item/1211609059715228/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Dodge charger SXT Sedan 4D,103K miles,"$14,500","Phoenix, AZ",www.facebook.com/marketplace/item/615105137113581/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2004 Nissan titan LE Pickup 4D 5 1/2 ft,150K miles,"$6,900","Phoenix, AZ",www.facebook.com/marketplace/item/3364214233832278/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
1990 Nissan 240sx Fastback 2D,123K miles,"$11,111","Phoenix, AZ",www.facebook.com/marketplace/item/192710863366481/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2017 Toyota tacoma TRD Pro Pickup 4D 5 ft,45K miles,"$8,000","Phoenix, AZ",www.facebook.com/marketplace/item/1229248757959221/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2005 Chrysler 300C Sedan 4D,162K miles · Dealership,"$2,300","Phoenix, AZ",www.facebook.com/marketplace/item/691297289373877/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2017 Nissan versa,90K miles,"$1,000","Phoenix, AZ",www.facebook.com/marketplace/item/715614943425539/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2012 Volkswagen jetta,166K miles,"$3,999","Phoenix, AZ",www.facebook.com/marketplace/item/929758771767988/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2014 Toyota rav4 LE Sport Utility 4D,62K miles,"$14,999","Phoenix, AZ",www.facebook.com/marketplace/item/525679876220599/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2012 Nissan maxima S Sedan 4D,144K miles,"$6,900","Phoenix, AZ",www.facebook.com/marketplace/item/1210489626548014/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2018 Kia Soul,186K miles,"$6,450","Phoenix, AZ",www.facebook.com/marketplace/item/731633285214075/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2016 Nissan sentra S Sedan 4D,172K miles,"$6,400","Phoenix, AZ",www.facebook.com/marketplace/item/789513069412346/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Chevrolet malibu LS Sedan 4D,100K miles · Dealership,"$6,000","Phoenix, AZ",www.facebook.com/marketplace/item/5692763664134642/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2017 Nissan altima 2.5 S Sedan 4D,100K miles,"$7,950","Phoenix, AZ",www.facebook.com/marketplace/item/5799003036843889/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2018 Ford fusion SE Sedan 4D,50K miles,"$1,500","Phoenix, AZ",www.facebook.com/marketplace/item/2974788999495591/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
Hot Wheels Cars Lot,,$100,"Phoenix, AZ",www.facebook.com/marketplace/item/873013127147515/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
Disney pixar Cars Play Set,,$25,"Phoenix, AZ",www.facebook.com/marketplace/item/705106131397860/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2008 Chrysler sebring,190K miles,"$2,500","Phoenix, AZ",www.facebook.com/marketplace/item/859291851802347/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
WE BUY JUNK CARS,,$800,"Phoenix, AZ",www.facebook.com/marketplace/item/853029312449925/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2013 DODGE DURANGO ***buy here pay here***,Dealership,$999,"Phoenix, AZ",www.facebook.com/marketplace/item/711780690496506/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 CHRYSLER 300 ***buy here pay here***,Dealership,$999,"Phoenix, AZ",www.facebook.com/marketplace/item/741498820614105/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2004 Chevrolet monte carlo LS Coupe 2D,147K miles,"$1,600","San Francisco, CA",www.facebook.com/marketplace/item/742622010456993/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2003 Honda accord,170K miles,"$2,000","San Francisco, CA",www.facebook.com/marketplace/item/708989060716266/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2006 Acura tl 3.2 Sedan 4D,178K miles,"$4,500","San Francisco, CA",www.facebook.com/marketplace/item/1055324572091123/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2007 Nissan altima 2.5 S Sedan 4D,130K miles,"$3,800","San Francisco, CA",www.facebook.com/marketplace/item/1637197893400012/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2012 Nissan Maxima 3.5 SV,,"$1,500","San Francisco, CA",www.facebook.com/marketplace/item/950287415978324/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2020 Toyota corolla le - 3000 initial,,"$3,000","San Francisco, CA",www.facebook.com/marketplace/item/1376552783091889/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2009 Subaru impreza Outback Sport Wagon 4D,173K miles,"$3,500","San Francisco, CA",www.facebook.com/marketplace/item/757205169160098/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2007 Honda civic DX Coupe 2D,141K miles · Dealership,"$4,500","San Francisco, CA",www.facebook.com/marketplace/item/1201308820514295/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2009 Audi a4 2.0T Special Edition Cabriolet 2D,111K miles,"$5,500","Oakland, CA",www.facebook.com/marketplace/item/505585518225569/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2003 Mercedes-Benz k320,207K miles,"$1,900","San Francisco, CA",www.facebook.com/marketplace/item/873238283961549/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2000 Ford taurus SE Wagon 4D,169K miles · Dealership,"$2,200","Oakland, CA",www.facebook.com/marketplace/item/3395233394129823/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2002 Ford escort Sedan 4D,147K miles,"$1,500","San Pablo, CA",www.facebook.com/marketplace/item/564444155624238/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2006 Toyota camry,122K miles,"$4,050","Oakland, CA",www.facebook.com/marketplace/item/1059204521456744/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2003 Honda pilot LX Sport Utility 4D,175K miles,"$3,901","Piedmont, CA",www.facebook.com/marketplace/item/894536641698262/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2013 URGENT SALE nissan altima 2.5 fwd,,"$1,000","Oakland, CA",www.facebook.com/marketplace/item/875542090402943/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2009 Toyota camry LE Sedan 4D,10K miles,"$5,400","Oakland, CA",www.facebook.com/marketplace/item/1557697071396931/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Mitsubishi mirage DE Hatchback 4D,79K miles,"$4,400","El Sobrante, CA",www.facebook.com/marketplace/item/735980614852971/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2007 Nissan altima 2.5 S Sedan 4D,153K miles,"$4,500","Alameda, CA",www.facebook.com/marketplace/item/1919997608340101/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2012 Honda accord LX Sedan 4D,190K miles,"$5,500","San Francisco, CA",www.facebook.com/marketplace/item/752615756001572/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2007 Toyota avalon Touring Sedan 4D,146K miles,"$4,500","Emeryville, CA",www.facebook.com/marketplace/item/590717706251523/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2002 Honda civic,206K miles,"$2,300","Hillsborough, CA",www.facebook.com/marketplace/item/188316053810236/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2020 Honda accord Sport,31K miles,"$19,000","Daly City, CA",www.facebook.com/marketplace/item/897172444820310/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Ford fusion Titanium Sedan 4D,112K miles,"$8,500","San Mateo, CA",www.facebook.com/marketplace/item/524945133082737/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Ford fusion SE Sedan 4D,153K miles,"$3,500","Richmond, CA",www.facebook.com/marketplace/item/553296396585930/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
"2008 Smart car 78k miles, clean title",,"$4,500","San Francisco, CA",www.facebook.com/marketplace/item/732834718481898/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2006 Chevrolet impala LTZ Sedan 4D,197K miles,"$2,700","Oakland, CA",www.facebook.com/marketplace/item/3383843641859546/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2000 Honda se,190K miles,"$2,900","Oakland, CA",www.facebook.com/marketplace/item/157676180061499/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2014 Ford fusion,106K miles,"$10,800","San Francisco, CA",www.facebook.com/marketplace/item/466923035640036/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2007 Honda civic LX Sedan 4D,169K miles,"$4,900","Oakland, CA",www.facebook.com/marketplace/item/3414517332094074/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
1998 Honda accord EX Sedan 4D,106K miles,"$2,600","San Mateo, CA",www.facebook.com/marketplace/item/1613668612439117/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2006 Lexus gs 300,127K miles,"$6,000","Martinez, CA",www.facebook.com/marketplace/item/108786088812922/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2009 BMW series 3,139K miles,"$4,300","San Bruno, CA",www.facebook.com/marketplace/item/607046621269531/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2011 Nissan leaf,49K miles,"$4,500","Castro Valley, CA",www.facebook.com/marketplace/item/1890129384664431/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Honda civic LX Sedan 4D,96K miles,"$10,000","Hayward, CA",www.facebook.com/marketplace/item/935108891266614/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2001 Ford focus ZTS Sedan 4D,180K miles,"$2,300","Concord, CA",www.facebook.com/marketplace/item/1200886784148323/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2006 Toyota prius Hatchback 4D,133K miles,"$7,000","San Jose, CA",www.facebook.com/marketplace/item/544846467625817/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2002 Honda civic LX Coupe 2D,144K miles,"$3,800","Fremont, CA",www.facebook.com/marketplace/item/587414972972032/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2010 Toyota camry Hybrid Sedan 4D,119K miles,"$5,700","Benicia, CA",www.facebook.com/marketplace/item/2076807772524657/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2007 Chrysler pt cruiser Touring Sport Wagon 4D,66K miles,"$1,800","Castro Valley, CA",www.facebook.com/marketplace/item/754001896075971/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2006 Toyota corolla S Sedan 4D,147K miles,"$5,000","Modesto, CA",www.facebook.com/marketplace/item/923213678712133/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2017 Toyota Mirai,48K miles,"$8,500","Mountain View, CA",www.facebook.com/marketplace/item/975792806724186/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2008 Honda civic LX Coupe 2D,175K miles,"$4,700","San Francisco, CA",www.facebook.com/marketplace/item/1874228139611838/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2007 Jeep commander Sport Utility 4D,190K miles,$800,"Oakland, CA",www.facebook.com/marketplace/item/1331633581109160/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2014 Volkswagen jetta 1.8T SE Sedan 4D,105K miles,"$9,000","San Francisco, CA",www.facebook.com/marketplace/item/1144216409581966/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2018 Chevrolet malibu LT Sedan 4D,71K miles,"$7,000","Oakland, CA",www.facebook.com/marketplace/item/950508349646107/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2006 BMW series 3,144K miles,"$5,500","San Francisco, CA",www.facebook.com/marketplace/item/153962313794673/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Toyota camry,1.1K miles,"$12,000","Oakland, CA",www.facebook.com/marketplace/item/163120919842704/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2022 Tesla model 3 Long Range Dual Motor,2.4K miles,"$40,500","San Francisco, CA",www.facebook.com/marketplace/item/773815610752075/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2012 Volkswagen cc Lux Sedan 4D,199K miles,"$2,000","San Rafael, CA",www.facebook.com/marketplace/item/537871565102155/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2013 Ford focus,110K miles,"$5,800","San Francisco, CA",www.facebook.com/marketplace/item/1360365301408645/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2006 Nissan pathfinder LE Sport Utility 4D,184K miles,"$3,750","Burlingame, CA",www.facebook.com/marketplace/item/453200666952872/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2013 Toyota camry SE Sedan 4D,161K miles,"$8,800","Concord, CA",www.facebook.com/marketplace/item/546448997318791/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2000 Ford mustang GT Coupe 2D,168K miles,"$2,500","Stockton, CA",www.facebook.com/marketplace/item/1166185694066483/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2009 Toyota prius Hatchback 4D,149K miles,"$5,000","Saratoga, CA",www.facebook.com/marketplace/item/1214156005867173/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2012 Chrysler 200 S Sedan 4D,140K miles,"$1,100","San Francisco, CA",www.facebook.com/marketplace/item/629050429232218/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2011 Mercedes-Benz c300 sport Sport/AMG,198K miles,"$6,500","San Ramon, CA",www.facebook.com/marketplace/item/894893798328247/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
1999 Honda accord EX Coupe 2D,240K miles,"$1,000","San Jose, CA",www.facebook.com/marketplace/item/641358951126741/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2018 Tesla Model 3,28K miles,"$26,500","Hayward, CA",www.facebook.com/marketplace/item/725145215942153/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2012 Hyundai sonata Hybrid Sedan 4D,158K miles,"$9,400","San Francisco, CA",www.facebook.com/marketplace/item/624471099440621/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2008 Honda civic LX Sedan 4D,145K miles,"$4,000","Rancho Cordova, CA",www.facebook.com/marketplace/item/2739292682872377/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
1998 Ford mustang GT Convertible 2D,1.9K miles,"$3,500","Salida, CA",www.facebook.com/marketplace/item/849781686120470/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2013 Kia optima,172K miles · Dealership,"$5,500","Antioch, CA",www.facebook.com/marketplace/item/721035179434475/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Lexus is,79K miles,"$15,000","San Pablo, CA",www.facebook.com/marketplace/item/733308918261766/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2005 Honda civic EX Special Edition Coupe 2D,139K miles,"$5,200","Hayward, CA",www.facebook.com/marketplace/item/3381038778812256/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2014 Dodge charger,83K miles,"$11,995","Livermore, CA",www.facebook.com/marketplace/item/204166815527203/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2004 Lexus is300,110K miles,"$8,500","Fairfield, CA",www.facebook.com/marketplace/item/873920200571222/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2010 Honda accord EX Sedan 4D,121K miles,"$6,300","Oakland, CA",www.facebook.com/marketplace/item/1337362273475674/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Dodge charger SE Sedan 4D,113K miles,"$11,500","Foster City, CA",www.facebook.com/marketplace/item/1253563522262215/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 BMW i3,59K miles,"$12,800","San Rafael, CA",www.facebook.com/marketplace/item/220805993750648/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2013 Ford fusion SE Sedan 4D,146K miles,"$2,500","Walnut Creek, CA",www.facebook.com/marketplace/item/545132454381097/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2008 Acura mdx,143K miles,"$7,900","Hayward, CA",www.facebook.com/marketplace/item/1398090337592477/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2003 Honda civic EX Sedan 4D,180K miles,"$1,000","Vallejo, CA",www.facebook.com/marketplace/item/1617967665307693/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2004 Cadillac CTS-V Sedan 4D,103K miles,Free,"Oakland, CA",www.facebook.com/marketplace/item/3323586824581806/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2005 Mercedes-Benz slk55 amg,6.8K miles,"$17,000","Brentwood, CA",www.facebook.com/marketplace/item/591362253005040/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Toyota prius Four Hatchback 4D,80K miles,"$11,000","San Jose, CA",www.facebook.com/marketplace/item/1206367090001296/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2014 Honda pilot Touring Sport Utility 4D,99K miles,"$15,500","Hayward, CA",www.facebook.com/marketplace/item/741058740845924/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2000 Ford mustang GT Convertible 2D,240K miles,"$3,500","Hayward, CA",www.facebook.com/marketplace/item/1416620462478761/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2010 Toyota prius,101K miles,"$8,000","Concord, CA",www.facebook.com/marketplace/item/148170177785886/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2018 Kia Optima LX DEALER EN pagos,,"$3,000","Hayward, CA",www.facebook.com/marketplace/item/2907058949439199/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
1996 Ford ranger,109K miles,"$3,800","Pittsburg, CA",www.facebook.com/marketplace/item/582960090554348/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2014 Subaru brz Limited Coupe 2D,63K miles,"$12,000","San Francisco, CA",www.facebook.com/marketplace/item/715223490078736/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2016 Volkswagen passat 1.8T S Sedan 4D,130K miles,"$6,900","Hayward, CA",www.facebook.com/marketplace/item/735603284955856/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2007 Toyota matrix XR Sport Wagon 4D,158K miles,"$4,500","San Pablo, CA",www.facebook.com/marketplace/item/763762625099577/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2007 Honda odyssey EX-L Minivan 4D,137K miles,"$6,750","Walnut Creek, CA",www.facebook.com/marketplace/item/733608901814984/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2013 Subaru brz Premium Coupe 2D,97K miles,"$11,000","Martinez, CA",www.facebook.com/marketplace/item/110649245228806/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2009 Toyota corolla XLE Sedan 4D,108K miles,$123,"Vallejo, CA",www.facebook.com/marketplace/item/1278574376405331/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
1991 BMW m3 Sedan 4D,999K miles,$1,"Santa Rosa, CA",www.facebook.com/marketplace/item/1899035853797744/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2001 Mercedes-Benz s-class,213K miles,"$3,800","San Francisco, CA",www.facebook.com/marketplace/item/676985717536657/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Toyota prius,50K miles,"$12,500","San Ramon, CA",www.facebook.com/marketplace/item/144068631862555/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2011 Toyota prius,133K miles,"$8,000","Concord, CA",www.facebook.com/marketplace/item/552073943716993/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2016 Lexus isf350 f sport,31K miles,Free,"Hayward, CA",www.facebook.com/marketplace/item/1523674521493695/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2007 Chevrolet silverado 1500 LT Pickup 4D 5 3/4 ft,164K miles,"$9,000","San Francisco, CA",www.facebook.com/marketplace/item/1126376611374090/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2007 GMC yukon,204K miles,"$4,800","San Francisco, CA",www.facebook.com/marketplace/item/876172633648845/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2013 Honda odyssey EX Minivan 4D,112K miles,"$11,500","Richmond, CA",www.facebook.com/marketplace/item/1141531109844155/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2014 Toyota tacoma,200K miles,"$13,500","Newark, CA",www.facebook.com/marketplace/item/3087735761523458/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2008 BMW series 3,106K miles,"$13,000","Emeryville, CA",www.facebook.com/marketplace/item/1148276892533268/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
1968 Chevrolet camaro,98K miles,"$42,000","San Francisco, CA",www.facebook.com/marketplace/item/1956135588055470/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2011 Honda cr-z EX Coupe 2D,109K miles,"$8,500","San Francisco, CA",www.facebook.com/marketplace/item/6129105680461442/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2006 Mercury milan Sedan 4D,76K miles,"$5,499","San Francisco, CA",www.facebook.com/marketplace/item/1378150963017196/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2015 Nissan altima 2.5 SL Sedan 4D,109K miles,"$7,000","Elk Grove, CA",www.facebook.com/marketplace/item/517701820477249/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
2007 Volkswagen eos 2.0T Hard Top Convertible 2D,138K miles,"$3,200","Daly City, CA",www.facebook.com/marketplace/item/487480830251260/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD,2023-02-27
